Level1 Job Census Hier Desc,Level1 Job Census Hier Desc,Placeholder,Age At Census Range,Ethnic Desc,Calendar Yr Mo Name Concat,Campus Level Census Cnt
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Native American/Alaska Native,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Native American/Alaska Native,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2008 Oct,6
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2009 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2010 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2011 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2012 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2013 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2014 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Asian,2016 Oct,6
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2008 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2009 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2010 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2013 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2014 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2015 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Other Hispanic/Latino,2016 Oct,4
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Pacific Islander,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,Pacific Islander,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2008 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2009 Oct,3
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2010 Oct,5
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2011 Oct,7
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2012 Oct,6
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,South Asian,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2008 Oct,61
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2009 Oct,57
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2010 Oct,63
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2011 Oct,56
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2012 Oct,54
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2013 Oct,46
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2014 Oct,45
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2015 Oct,32
Grad Student Titles,Grad Student Titles,-,40 - 49 Years Old,White,2016 Oct,34
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2009 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2010 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2014 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2015 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,African American/Black,2016 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Chinese,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2008 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2009 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2010 Oct,4
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2011 Oct,5
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2012 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2015 Oct,4
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Decline to State,2016 Oct,7
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,European,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,European,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Filipino,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2008 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2009 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2011 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Japanese,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Mexican American/Chicano,2008 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Mexican American/Chicano,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Mexican American/Chicano,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Mexican American/Chicano,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Native American/Alaska Native,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Native American/Alaska Native,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Native American/Alaska Native,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Native American/Alaska Native,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Asian,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Asian,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Asian,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Asian,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Asian,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2008 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2009 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2010 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2011 Oct,2
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,Other Hispanic/Latino,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,South Asian,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2008 Oct,17
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2009 Oct,20
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2010 Oct,11
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2011 Oct,14
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2012 Oct,11
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2013 Oct,16
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2014 Oct,13
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2015 Oct,10
Grad Student Titles,Grad Student Titles,-,50 - 59 Years Old,White,2016 Oct,10
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,African American/Black,2008 Oct,2
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,African American/Black,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,African American/Black,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,African American/Black,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,European,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,Japanese,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2009 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2012 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2013 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2014 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,South Asian,2016 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2008 Oct,6
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2009 Oct,4
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2010 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2011 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2012 Oct,3
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2013 Oct,2
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2014 Oct,2
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2015 Oct,1
Grad Student Titles,Grad Student Titles,-,60 Years Old and Over,White,2016 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,2 or More Races - Non-URM,2015 Oct,3
Other Academic,Other Academic,-,29 Years Old and Under,2 or More Races - Non-URM,2016 Oct,4
Other Academic,Other Academic,-,29 Years Old and Under,2 or More Races - URM,2016 Oct,2
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2008 Oct,12
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2009 Oct,15
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2010 Oct,18
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2011 Oct,22
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2012 Oct,14
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2013 Oct,7
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2014 Oct,17
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2015 Oct,16
Other Academic,Other Academic,-,29 Years Old and Under,African American/Black,2016 Oct,15
Other Academic,Other Academic,-,29 Years Old and Under,Asian,2015 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Asian,2016 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2008 Oct,52
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2009 Oct,72
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2010 Oct,89
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2011 Oct,74
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2012 Oct,100
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2013 Oct,85
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2014 Oct,81
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2015 Oct,78
Other Academic,Other Academic,-,29 Years Old and Under,Chinese,2016 Oct,62
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2008 Oct,34
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2009 Oct,51
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2010 Oct,61
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2011 Oct,62
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2012 Oct,68
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2013 Oct,60
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2014 Oct,80
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2015 Oct,122
Other Academic,Other Academic,-,29 Years Old and Under,Decline to State,2016 Oct,186
Other Academic,Other Academic,-,29 Years Old and Under,European,2015 Oct,55
Other Academic,Other Academic,-,29 Years Old and Under,European,2016 Oct,77
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2008 Oct,4
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2009 Oct,3
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2010 Oct,5
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2011 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2012 Oct,2
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2013 Oct,2
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2014 Oct,10
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2015 Oct,6
Other Academic,Other Academic,-,29 Years Old and Under,Filipino,2016 Oct,3
Other Academic,Other Academic,-,29 Years Old and Under,Hispanic,2016 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2008 Oct,10
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2009 Oct,7
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2010 Oct,12
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2011 Oct,9
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2012 Oct,6
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2013 Oct,8
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2014 Oct,9
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2015 Oct,5
Other Academic,Other Academic,-,29 Years Old and Under,Japanese,2016 Oct,4
Other Academic,Other Academic,-,29 Years Old and Under,Korean,2015 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Korean,2016 Oct,2
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2008 Oct,10
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2009 Oct,19
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2010 Oct,20
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2011 Oct,25
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2012 Oct,26
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2013 Oct,12
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2014 Oct,23
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2015 Oct,18
Other Academic,Other Academic,-,29 Years Old and Under,Mexican American/Chicano,2016 Oct,17
Other Academic,Other Academic,-,29 Years Old and Under,Middle Eastern,2015 Oct,5
Other Academic,Other Academic,-,29 Years Old and Under,Middle Eastern,2016 Oct,4
Other Academic,Other Academic,-,29 Years Old and Under,Native American/Alaska Native,2008 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Native American/Alaska Native,2009 Oct,2
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2008 Oct,27
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2009 Oct,25
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2010 Oct,20
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2011 Oct,17
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2012 Oct,23
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2013 Oct,26
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2014 Oct,27
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2015 Oct,20
Other Academic,Other Academic,-,29 Years Old and Under,Other Asian,2016 Oct,10
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2008 Oct,9
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2009 Oct,14
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2010 Oct,18
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2011 Oct,19
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2012 Oct,20
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2013 Oct,14
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2014 Oct,17
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2015 Oct,10
Other Academic,Other Academic,-,29 Years Old and Under,Other Hispanic/Latino,2016 Oct,12
Other Academic,Other Academic,-,29 Years Old and Under,Pacific Islander,2012 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,Pacific Islander,2015 Oct,1
Other Academic,Other Academic,-,29 Years Old and Under,South Asian,2008 Oct,18
Other Academic,Other Academic,-,29 Years Old and Under,South Asian,2009 Oct,25
Other Academic,Other Academic,-,29 Years Old and Under,South Asian,2010 Oct,29
